rule,results_min5_iters74.txt,results_min5_iters500.txt
VP --> VBD NOT,3.885e-05,3.91691e-05
VP --> VBD NP,0.0225398,0.0223515
VP --> VBD NP ADJP,5.2509e-10,5.25001e-10
VP --> VBD NP ADVP,5.2562e-10,5.25541e-10
VP --> VBD NP ADVP ADVP,5.25216e-10,5.25142e-10
VP --> VBD NP ADVP PP,5.24787e-10,5.24713e-10
VP --> VBD NP ADVP SBAR,5.26097e-10,5.25956e-10
VP --> VBD NP NP,5.25257e-10,5.25159e-10
VP --> VBD NP NP ADVP,5.2526e-10,5.25213e-10
VP --> VBD NP NP PP,5.2473e-10,5.24648e-10
VP --> VBD NP NP S,5.2875e-10,5.28801e-10
VP --> VBD NP PP,0.00132852,0.00137325
VP --> VBD NP PP ADVP,5.25088e-10,5.25002e-10
VP --> VBD NP PP PP,5.25088e-10,5.24976e-10
VP --> VBD NP PP SBAR,5.26048e-10,5.25952e-10
VP --> VBD NP PRT,0.00119503,0.00102941
VP --> VBD NP PRT ADVP,5.25507e-10,5.25522e-10
VP --> VBD NP PRT NP,5.24897e-10,5.24838e-10
VP --> VBD NP PRT PP,5.24452e-10,5.24364e-10
VP --> VBD NP PRT PP PP,5.24172e-10,5.24085e-10
VP --> VBD NP PRT SBAR,5.24464e-10,5.24386e-10
VP --> VBD NP S,5.26644e-10,5.26573e-10
VP --> VBD NP SBAR,5.25299e-10,5.25223e-10
VP --> VBD NP VP,5.2484e-10,5.2475e-10
VP --> VBD PP,0.00328482,0.00320399
VP --> VBD PP ADVP,5.25307e-10,5.25234e-10
VP --> VBD PP NP,5.25497e-10,5.25418e-10
VP --> VBD PP PP,5.25124e-10,5.25046e-10
VP --> VBD PP PP PP,5.25034e-10,5.24909e-10
VP --> VBD PP S,5.255e-10,5.25391e-10
VP --> VBD PP SBAR,5.25611e-10,5.25497e-10
VP --> VBD PRT,0.00705839,0.00778564
VP --> VBD PRT ADVP,5.25498e-10,5.25532e-10
VP --> VBD PRT NP,5.25228e-10,5.25229e-10
VP --> VBD PRT PP,5.25856e-10,5.25944e-10
VP --> VBD S,0.000519475,0.000494062
VP --> VBD SBAR,5.25187e-10,5.25043e-10
VP --> VBD SBARQ,5.26008e-10,5.25705e-10
VP --> VBD VP,0.000265344,0.000264795
VP --> VBD WHNP,0.000174239,0.000170083
VP --> VBG ADJP,5.25307e-10,5.25218e-10
VP --> VBG ADJP ADVP,5.32374e-10,5.32432e-10
VP --> VBG ADJP PP,5.24603e-10,5.24545e-10
VP --> VBG ADVP,5.25726e-10,5.25629e-10
VP --> VBG ADVP ADVP,5.24888e-10,5.24832e-10
VP --> VBG ADVP PP,5.25351e-10,5.25317e-10
VP --> VBG ADVP S,5.24311e-10,5.24221e-10
VP --> VBG ADVP SBAR,5.24595e-10,5.2452e-10
VP --> VBG CC VBG,6.26467e-05,6.22567e-05
VP --> VBG FRAG,5.26363e-10,5.26309e-10
VP --> VBG INTJ,5.24568e-10,5.24471e-10
VP --> VBG NP,5.25303e-10,5.25217e-10
VP --> VBG NP ADJP,5.25178e-10,5.25117e-10
VP --> VBG NP ADVP,5.24716e-10,5.24649e-10
VP --> VBG NP ADVP PP,5.24515e-10,5.2445e-10
VP --> VBG NP NP,5.25589e-10,5.25493e-10
VP --> VBG NP PP,5.24964e-10,5.24921e-10
VP --> VBG NP PP ADVP,5.25517e-10,5.25543e-10
VP --> VBG NP PP PP,5.25223e-10,5.25185e-10
VP --> VBG NP PP SBAR,5.30001e-10,5.30608e-10
VP --> VBG NP PRT,5.25252e-10,5.25408e-10
VP --> VBG NP PRT ADVP,5.25399e-10,5.25521e-10
VP --> VBG NP PRT PP,5.24547e-10,5.24492e-10
VP --> VBG NP S,5.24933e-10,5.24896e-10
VP --> VBG NP SBAR,5.24692e-10,5.24627e-10
VP --> VBG PP,0.00188984,0.00186862
VP --> VBG PP ADVP,5.24888e-10,5.24803e-10
VP --> VBG PP ADVP ADVP,5.26074e-10,5.26084e-10
VP --> VBG PP PP,5.25219e-10,5.25149e-10
VP --> VBG PP PP ADVP,5.24548e-10,5.24652e-10
VP --> VBG PP PP PP,5.24432e-10,5.24376e-10
VP --> VBG PP S,5.24577e-10,5.24499e-10
VP --> VBG PP SBAR,5.24447e-10,5.24366e-10
VP --> VBG PRT,0.00112346,0.00117282
VP --> VBG PRT ADVP,5.25296e-10,5.25321e-10
VP --> VBG PRT NP,5.24779e-10,5.24795e-10
VP --> VBG PRT PP,5.26903e-10,5.27983e-10
VP --> VBG S,0.0125688,0.0124835
VP --> VBG SBAR,5.24802e-10,5.24718e-10
VP --> VBG VP,5.24579e-10,5.24491e-10
VP --> VBG WHADVP,5.24604e-10,5.24537e-10
VP --> VBG WHNP,5.2724e-10,5.27163e-10
VP --> VBN ADJP,0.000496298,0.000508021
VP --> VBN ADVP,0.00359484,0.00377651
VP --> VBN ADVP ADVP,5.25989e-10,5.25895e-10
VP --> VBN ADVP PP,5.2566e-10,5.25642e-10
VP --> VBN FRAG,0.000303031,0.000298949
VP --> VBN NP,0.00177531,0.00193436
VP --> VBN NP ADVP,5.2547e-10,5.25425e-10
VP --> VBN NP ADVP PP,5.2463e-10,5.24586e-10
VP --> VBN NP NP,5.25127e-10,5.25063e-10
VP --> VBN NP PP,5.25405e-10,5.25376e-10
VP --> VBN NP PP ADVP,5.2559e-10,5.25737e-10
VP --> VBN NP PP PP,5.26498e-10,5.26676e-10
VP --> VBN NP PRT,5.25577e-10,5.25699e-10
VP --> VBN NP PRT ADVP,5.26962e-10,5.27077e-10
VP --> VBN NP PRT PP,5.26978e-10,5.27285e-10
VP --> VBN NP SBAR,5.25469e-10,5.25385e-10
VP --> VBN PP,0.00815198,0.00816414
VP --> VBN PP ADVP,5.25562e-10,5.25469e-10
VP --> VBN PP PP,0.000144692,0.000159162
VP --> VBN PRT,0.00187856,0.00178671
VP --> VBN PRT ADVP,5.25961e-10,5.25991e-10
VP --> VBN PRT NP,5.26442e-10,5.26407e-10
VP --> VBN PRT PP,0.000132571,0.000137809
VP --> VBN S,0.0024412,0.00244075
VP --> VBN SBAR,5.25633e-10,5.25555e-10
VP --> VBN VP,0.000140266,0.000139923
VP --> VBN WHNP,3.91474e-05,4.12875e-05
VP --> VBP ADJP,0.000659809,0.000673459
VP --> VBP ADJP PP,5.24755e-10,5.24674e-10
VP --> VBP ADVP,0.0249068,0.0242178
VP --> VBP ADVP ADVP,5.2564e-10,5.25564e-10
VP --> VBP ADVP PP,0.000645018,0.000587856
VP --> VBP ADVP SBAR,5.25796e-10,5.25694e-10
VP --> VBP FRAG,0.000917593,0.000979762
VP --> VBP INTJ,0.00306512,0.00303995
VP --> VBP NOT,7.38437e-05,7.37494e-05
VP --> VBP NP,0.0981926,0.0984909
VP --> VBP NP ADJP,5.25366e-10,5.25278e-10
VP --> VBP NP ADJP ADVP,5.25677e-10,5.25632e-10
VP --> VBP NP ADVP,5.25612e-10,5.25533e-10
VP --> VBP NP ADVP PP,5.25735e-10,5.25633e-10
VP --> VBP NP ADVP SBAR,5.27752e-10,5.2753e-10
VP --> VBP NP NP,5.25901e-10,5.25846e-10
VP --> VBP NP PP,5.25653e-10,5.25574e-10
VP --> VBP NP PP ADVP,5.26066e-10,5.26054e-10
VP --> VBP NP PP PP,5.25707e-10,5.25634e-10
VP --> VBP NP PP SBAR,5.25153e-10,5.25081e-10
VP --> VBP NP PRT,5.25656e-10,5.25689e-10
VP --> VBP NP PRT ADVP,5.25864e-10,5.25877e-10
VP --> VBP NP PRT PP,5.25519e-10,5.25462e-10
VP --> VBP NP S,5.25905e-10,5.25848e-10
VP --> VBP NP SBAR,0.000436098,0.000492843
VP --> VBP NP VP,5.25382e-10,5.25298e-10
VP --> VBP PP,5.25441e-10,5.25352e-10
VP --> VBP PP ADVP,5.25438e-10,5.25342e-10
VP --> VBP PP PP,5.24965e-10,5.24885e-10
VP --> VBP PP S,5.24755e-10,5.24649e-10
VP --> VBP PP SBAR,5.24986e-10,5.24899e-10
VP --> VBP PRT,5.25373e-10,5.25349e-10
VP --> VBP PRT ADVP,5.25205e-10,5.25169e-10
VP --> VBP PRT NP,5.24758e-10,5.24713e-10
VP --> VBP PRT PP,5.25612e-10,5.25528e-10
VP --> VBP S,0.0151702,0.0149712
VP --> VBP SBAR,0.00296367,0.00297026
VP --> VBP VP,0.00111062,0.00111651
VP --> VBP WHADVP,0.00131426,0.00132011
VP --> VBP WHNP,0.0141459,0.014128
VP --> VBZ ADJP,0.000796445,0.000721175
VP --> VBZ ADJP ADVP,5.25544e-10,5.25484e-10
VP --> VBZ ADJP PP,5.25438e-10,5.25383e-10
VP --> VBZ ADVP,0.0249918,0.0244051
VP --> VBZ ADVP ADVP,5.25547e-10,5.25461e-10
VP --> VBZ ADVP NP,5.25436e-10,5.2534e-10
VP --> VBZ ADVP PP,0.00114146,0.00113841
VP --> VBZ FRAG,5.25316e-10,5.25225e-10
VP --> VBZ INTJ,5.34031e-05,5.11607e-05
VP --> VBZ NOT,5.24448e-10,5.24359e-10
VP --> VBZ NP,0.0113032,0.0111586
VP --> VBZ NP ADJP,5.2539e-10,5.25296e-10
VP --> VBZ NP ADVP,5.25475e-10,5.25399e-10
VP --> VBZ NP NP,5.26652e-10,5.26516e-10
VP --> VBZ NP PP,5.25417e-10,5.25366e-10
VP --> VBZ NP PP ADVP,5.24883e-10,5.24834e-10
VP --> VBZ NP PRT,5.25458e-10,5.25576e-10
VP --> VBZ NP S,5.25805e-10,5.25759e-10
VP --> VBZ NP SBAR,5.25419e-10,5.2532e-10
VP --> VBZ NP VP,5.2483e-10,5.24743e-10
VP --> VBZ PP,0.00933904,0.00926369
VP --> VBZ PP ADVP,5.25128e-10,5.25037e-10
VP --> VBZ PP PP,5.24954e-10,5.24868e-10
VP --> VBZ PP SBAR,5.25077e-10,5.24976e-10
VP --> VBZ PRT,0.002491,0.00263474
VP --> VBZ PRT NP,5.26961e-10,5.26664e-10
VP --> VBZ PRT PP,5.25772e-10,5.25682e-10
VP --> VBZ S,0.0177978,0.0176071
VP --> VBZ SBAR,5.25269e-10,5.25231e-10
VP --> VBZ VP,5.27134e-10,5.27026e-10
VP --> VBZ WHNP,5.25539e-10,5.25464e-10
VP --> VP CC ADVP VP,5.28401e-10,5.28147e-10
VP --> VP CC NP,0.000287597,0.000235759
VP --> VP CC VP,0.00319239,0.00320338
VP --> VP CC VP ADVP,5.25931e-10,5.25827e-10
VP --> VP CC VP CC VP,5.27129e-10,5.27023e-10
VP --> VP NP,5.25501e-10,5.25417e-10
VP --> VP VP,5.24919e-10,5.24836e-10
WHADJP --> WP JJ,1.41554e-06,1.53257e-06
WHADJP --> WRB JJ,0.999999,0.999998
WHADVP --> RB WRB,0.0154565,0.0151538
WHADVP --> WRB IN,0.00344883,0.00347136
WHADVP --> WRB IN NP,6.6508e-09,6.64273e-09
WHADVP --> WRB JJ,6.65884e-09,6.65067e-09
WHADVP --> WRB NOT,6.66099e-09,6.65311e-09
WHADVP --> WRB PP,6.65395e-09,6.64594e-09
WHADVP --> WRB RB,0.0426666,0.0431427
WHADVP --> WRB RB RB,6.65614e-09,6.64845e-09
WHADVP --> WRB VB,0.938428,0.938232
WHNP --> ADJP NN,9.33477e-09,9.33834e-09
WHNP --> ADJP NNS,9.34777e-09,9.35143e-09
WHNP --> CD WP,0.0538729,0.053836
WHNP --> DT JJ WP,9.34352e-09,9.34702e-09
WHNP --> DT JJR WP,9.32402e-09,9.32767e-09
WHNP --> DT WP,9.34764e-09,9.35054e-09
WHNP --> JJ WP,0.00730196,0.00733867
WHNP --> JJR WP,0.000205375,0.000205456
WHNP --> NNP WP,0.0565247,0.0565567
WHNP --> NP WP,0.0691252,0.0694721
WHNP --> PRP$ WP,0.00887699,0.00888539
WHNP --> RB WP,0.0631478,0.0637196
WHNP --> WDT JJ NN,9.34445e-09,9.34858e-09
WHNP --> WDT JJ NNS,9.34811e-09,9.35211e-09
WHNP --> WDT NN,0.206843,0.207888
WHNP --> WDT NN NN,9.35311e-09,9.35727e-09
WHNP --> WDT NN PP,0.00721164,0.00692596
WHNP --> WDT NNS,0.0088591,0.00936896
WHNP --> WDT NP,9.35133e-09,9.35496e-09
WHNP --> WHADJP JJ NNS,0.000622699,0.000623445
WHNP --> WHADJP NNS,9.35255e-09,9.35621e-09
WHNP --> WHNP NP,9.33803e-09,9.34165e-09
WHNP --> WHNP PP,9.33748e-09,9.34106e-09
WHNP --> WP ADVP,9.3498e-09,9.35351e-09
WHNP --> WP DT JJ NN,9.33602e-09,9.33971e-09
WHNP --> WP IN,0.00371117,0.00367768
WHNP --> WP JJ NN,9.34066e-09,9.34459e-09
WHNP --> WP JJ NNS,9.3392e-09,9.34259e-09
WHNP --> WP NN,0.0759222,0.0757294
WHNP --> WP NN NN,9.34832e-09,9.35248e-09
WHNP --> WP NN NNS,9.32778e-09,9.33141e-09
WHNP --> WP NN PP,9.34808e-09,9.35179e-09
WHNP --> WP NNS,0.00851901,0.00820389
WHNP --> WP NP,0.269697,0.268435
WHNP --> WP PP,9.3336e-09,9.33726e-09
WHNP --> WP RB,0.111946,0.111523
WHNP --> WP SBAR,9.35766e-09,9.36213e-09
WHNP --> WP WP,0.0130634,0.0130948
WHNP --> WP$ NN,0.00584341,0.00584651
WHNP --> WP$ NNS,0.000813733,0.000813242
WHNP --> WRB JJ,9.34837e-09,9.35199e-09
WHNP --> WRB JJ NN,9.34039e-09,9.34433e-09
WHNP --> WRB JJ NNS,0.011712,0.0116524
WHNP --> WRB JJ PP,9.39463e-09,9.39646e-09
WHNP --> WRB PP,0.0161804,0.0162029
WHPP --> IN WHADVP,0.499586,0.499576
WHPP --> IN WHNP,0.500414,0.500424
ASP --> ing,1.0,1.0
AUX --> 'd,0.00381874,0.00378264
AUX --> 'll,1.92062e-09,1.92009e-09
AUX --> 'm,0.00452243,0.00445541
AUX --> 're,1.9152e-09,1.91474e-09
AUX --> 's,1.91591e-09,1.91543e-09
AUX --> 've,1.91635e-09,1.91576e-09
AUX --> a,1.91302e-09,1.91255e-09
AUX --> ai,0.000553338,0.0005532
AUX --> am,0.00223161,0.00222955
AUX --> are,0.0781024,0.0783215
AUX --> be,0.00732737,0.00732041
AUX --> been,1.92622e-09,1.92546e-09
AUX --> d',1.91104e-09,1.91056e-09
AUX --> did,0.178689,0.178604
AUX --> do,0.40715,0.407079
AUX --> does,0.0684317,0.0684023
AUX --> done,1.91291e-09,1.91264e-09
AUX --> get,0.0217661,0.0218118
AUX --> got,0.00945534,0.00947986
AUX --> had,0.00316218,0.00316894
AUX --> has,0.0123912,0.0124026
AUX --> have,0.0590816,0.0592227
AUX --> is,0.100573,0.100407
AUX --> need,1.92221e-09,1.92191e-09
AUX --> not,0.000407801,0.000496685
AUX --> of,1.91641e-09,1.91602e-09
AUX --> to,0.00750914,0.0075322
AUX --> was,0.0232326,0.0231512
AUX --> were,0.0115951,0.0115794
CC --> a,0.000171315,0.000169814
CC --> although,0.00020753,0.000207816
CC --> an,0.00122553,0.00124419
CC --> and,0.659881,0.659922
CC --> but,0.0582723,0.0587993
CC --> cause,0.00566745,0.00566425
CC --> either,0.00337393,0.00336982
CC --> except,0.00244659,0.0024457
CC --> for,0.0994438,0.0983391
CC --> neither,4.22327e-09,4.23222e-09
CC --> nor,8.91944e-05,8.92564e-05
CC --> or,0.115631,0.115712
CC --> otherwise,0.00118706,0.00118957
CC --> plus,0.000894178,0.000894671
CC --> so,0.0301568,0.0305247
CC --> then,0.010331,0.0103858
CC --> though,0.00441715,0.00442196
CC --> unless,0.000889934,0.000912955
CC --> yet,0.00571405,0.00570728
CD --> dozen,0.00544387,0.00544492
CD --> eight,0.0262182,0.0262336
CD --> eighteen,0.00165509,0.0016554
CD --> eighteenth,1.88043e-08,1.88077e-08
CD --> eighty,0.0086074,0.008609
CD --> eleven,0.00928699,0.0092642
CD --> fifteen,0.00670968,0.00671093
CD --> fifteenth,1.88043e-08,1.88077e-08
CD --> fifth,0.000521426,0.00052077
CD --> fifty,0.0048124,0.00481329
CD --> five,0.0702903,0.0702609
CD --> forty,0.00354811,0.00354877
CD --> four,0.0709113,0.0708973
CD --> fourteen,0.00228516,0.00228558
CD --> fourth,0.000621832,0.000618772
CD --> half,1.88187e-08,1.88222e-08
CD --> hundred,0.00607719,0.00607832
CD --> million,0.00102805,0.00102824
CD --> nine,0.0214912,0.0214544
CD --> nineteen,0.00651711,0.00651739
CD --> nineteenth,0.000414191,0.000414268
CD --> ninety,0.00228516,0.00228558
CD --> ninety-seven,1.88043e-08,1.88077e-08
CD --> ninth,0.00102803,0.00102822
CD --> oh,0.137171,0.137131
CD --> one,0.049531,0.0494739
CD --> second,1.88145e-08,1.8818e-08
CD --> seven,0.0225596,0.0225592
CD --> seventeen,0.00291623,0.00291677
CD --> seventh,1.8808e-08,1.88115e-08
CD --> seventy,0.00418016,0.00418094
CD --> six,0.0375857,0.0375498
CD --> sixteen,0.000414191,0.000414268
CD --> sixty,0.00228516,0.00228558
CD --> ten,0.0298797,0.029867
CD --> tenth,0.00165506,0.00165536
CD --> third,0.000386827,0.000387267
CD --> thirteen,0.00228516,0.00228558
CD --> thirty,0.0231595,0.0231638
CD --> thousand,0.00494324,0.00494477
CD --> three,0.121317,0.121344
CD --> triple,0.000414191,0.000414268
CD --> twelve,0.0060257,0.00602981
CD --> twenty,0.0252931,0.0252833
CD --> two,0.27628,0.276477
CD --> zero,0.00196476,0.00196688
COMP --> 'll,1.82698e-08,1.83402e-08
COMP --> about,1.83068e-08,1.8379e-08
COMP --> after,0.0224656,0.0225568
COMP --> although,1.83142e-08,1.8388e-08
COMP --> as,0.0112168,0.0118342
COMP --> because,0.16967,0.168132
COMP --> before,0.0237678,0.0243462
COMP --> besides,0.00209852,0.00223271
COMP --> but,0.0780302,0.0765294
COMP --> cause,1.83289e-08,1.84016e-08
COMP --> except,1.8322e-08,1.83893e-08
COMP --> for,1.82974e-08,1.83685e-08
COMP --> from,0.00900306,0.00955882
COMP --> if,0.317491,0.321482
COMP --> instead,1.83929e-08,1.84666e-08
COMP --> just,1.83007e-08,1.83703e-08
COMP --> like,1.82811e-08,1.83523e-08
COMP --> long,1.82609e-08,1.83316e-08
COMP --> of,0.00279952,0.00362485
COMP --> once,0.00298671,0.00295583
COMP --> other,1.85408e-08,1.86092e-08
COMP --> since,1.82921e-08,1.8364e-08
COMP --> so,0.057576,0.0576353
COMP --> than,1.82781e-08,1.83494e-08
COMP --> that,1.83052e-08,1.83771e-08
COMP --> then,0.163496,0.162648
COMP --> though,1.82579e-08,1.83286e-08
COMP --> til,1.83434e-08,1.84176e-08
COMP --> till,1.85664e-08,1.86346e-08
COMP --> unless,0.00410283,0.00401739
COMP --> until,0.0175701,0.0177514
COMP --> untill,1.82931e-08,1.83644e-08
COMP --> well,0.0551474,0.0510269
COMP --> whether,0.0108098,0.0108516
COMP --> while,0.0219172,0.0227334
COMP --> with,0.0298514,0.0300826
COMP --> without,1.83512e-08,1.8416e-08
COP --> 'm,0.114775,0.11442
COP --> 're,0.282439,0.282005
COP --> 's,0.342054,0.342428
COP --> 've,0.0442003,0.0439898
COP --> ai,4.35306e-09,4.33388e-09
COP --> am,0.0025624,0.00255453
COP --> are,0.0105516,0.0105144
COP --> be,0.0743087,0.0744647
COP --> been,0.00884324,0.00885724
COP --> had,4.36586e-09,4.34647e-09
COP --> has,0.00296008,0.00305851
COP --> have,4.36379e-09,4.34482e-09
COP --> is,0.00920947,0.00955492
COP --> need,4.35863e-09,4.33955e-09
COP --> s,0.00239208,0.0023743
COP --> this,4.35357e-09,4.33441e-09
COP --> was,0.0672638,0.0673485
COP --> were,0.038441,0.0384307
DIV --> s,1.0,1.0
DT --> 'll,0.0205469,0.0205432
DT --> a,0.288386,0.288335
DT --> ail,1.55707e-05,1.55731e-05
DT --> all,0.00283745,0.00285735
DT --> an,0.0134686,0.0134675
DT --> and,0.0404723,0.0405513
DT --> another,0.0116788,0.0116787
DT --> any,0.0126611,0.0126601
DT --> anymore,7.07737e-10,7.0785e-10
DT --> both,0.000641039,0.000637603
DT --> each,0.000287053,0.000289783
DT --> either,0.000177827,0.000177469
DT --> every,0.00173607,0.00173486
DT --> few,7.09163e-10,7.09296e-10
DT --> four,0.000194078,0.000195028
DT --> good,7.0869e-10,7.08795e-10
DT --> her,0.0200869,0.0200651
DT --> here,0.00216522,0.00217602
DT --> neither,7.12689e-10,7.12793e-10
DT --> no,0.00756861,0.00755957
DT --> none,7.07301e-10,7.07406e-10
DT --> one,0.00881718,0.00881551
DT --> other,0.000117333,0.000114157
DT --> some,0.0295791,0.0295793
DT --> such,3.60056e-05,3.61488e-05
DT --> that,0.0390205,0.0389721
DT --> the,0.410754,0.41079
DT --> them,0.00123401,0.00135341
DT --> there,0.00208853,0.00209893
DT --> these,0.0109502,0.0109453
DT --> this,0.0533098,0.0532421
DT --> those,0.0162047,0.0161917
DT --> which,0.00496493,0.00491688
EX --> here,0.2,0.2
EX --> it,0.2,0.2
EX --> there,0.2,0.2
EX --> this,0.2,0.2
EX --> well,0.2,0.2
FW --> grandma,0.5,0.5
FW --> me,0.5,0.5
IN --> 'll,0.000143655,0.000141147
IN --> a,0.0213281,0.0214298
IN --> about,0.0113638,0.0114123
IN --> above,0.000151402,0.000151205
IN --> across,0.000507605,0.000506441
IN --> after,0.00189857,0.00189386
IN --> against,0.000446849,0.000446268
IN --> ago,0.000325028,0.000328001
IN --> along,0.000305459,0.000333963
IN --> although,2.47028e-05,2.46378e-05
IN --> aroun,2.15025e-05,2.14746e-05
IN --> around,0.00469605,0.00470797
IN --> as,0.00250951,0.00249921
IN --> at,0.036139,0.036127
IN --> away,0.00265231,0.00265485
IN --> back,0.00503616,0.00525101
IN --> because,0.00111752,0.001092
IN --> before,0.00138427,0.00138193
IN --> behind,0.000617438,0.000624443
IN --> beside,0.000676759,0.000675879
IN --> besides,0.000159198,0.000149252
IN --> between,0.000264205,0.000259628
IN --> beyond,2.15025e-05,2.14746e-05
IN --> but,0.00116903,0.00115731
IN --> by,0.00308027,0.00306464
IN --> cause,9.80433e-10,9.79164e-10
IN --> down,0.0158619,0.0159708
IN --> during,0.000217011,0.000216729
IN --> except,0.000280358,0.000280885
IN --> for,0.0542618,0.0540812
IN --> from,0.0154898,0.0154419
IN --> if,0.0123853,0.0122288
IN --> in,0.109793,0.109932
IN --> inside,0.00342508,0.00343293
IN --> instead,0.000177727,0.000177216
IN --> into,0.00442151,0.00441576
IN --> it,0.0519934,0.0518381
IN --> like,0.0185101,0.0185844
IN --> minus,9.76214e-10,9.74945e-10
IN --> near,0.000621335,0.000624066
IN --> next,0.00095154,0.000951744
IN --> o,2.15025e-05,2.14746e-05
IN --> o',9.76214e-10,9.74945e-10
IN --> of,0.0774713,0.0773363
IN --> off,0.00796311,0.00792279
IN --> on,0.0886796,0.0883346
IN --> once,0.000429835,0.000426804
IN --> onto,0.000414008,0.00041347
IN --> order,9.78335e-10,9.7708e-10
IN --> out,0.0162903,0.0165491
IN --> outside,0.00214439,0.00214035
IN --> over,0.0136043,0.0138635
IN --> past,0.000282982,0.000285034
IN --> per,5.33707e-05,5.33013e-05
IN --> round,0.000250335,0.000250458
IN --> since,0.000578314,0.000579849
IN --> so,0.00411686,0.00408671
IN --> than,0.00346017,0.00345977
IN --> that,0.0421813,0.0421922
IN --> then,0.000104772,0.0001026
IN --> though,0.00104114,0.00104367
IN --> through,0.00289927,0.0028942
IN --> til,8.59214e-05,8.58097e-05
IN --> till,0.000381162,0.000380667
IN --> to,0.205225,0.205178
IN --> too,0.00239248,0.00238922
IN --> top,6.80532e-05,6.77796e-05
IN --> toward,0.000282661,0.000282294
IN --> towards,8.59231e-05,8.58114e-05
IN --> under,0.00253353,0.00254301
IN --> underneath,9.80381e-10,9.79112e-10
IN --> unless,1.03418e-09,1.03393e-09
IN --> until,0.00192469,0.00191614
IN --> untill,0.000611067,0.000610273
IN --> up,0.0265102,0.0269438
IN --> upon,2.15025e-05,2.14746e-05
IN --> upstairs,0.00100008,0.000997063
IN --> when,0.0318917,0.0318572
IN --> which,6.4353e-05,6.51825e-05
IN --> while,0.000778092,0.00074548
IN --> with,0.0784698,0.078087
IN --> within,2.15025e-05,2.14746e-05
IN --> without,0.00123516,0.00123356
JJ --> aberrant,2.08641e-05,2.08277e-05
JJ --> able,0.000816021,0.0008146
JJ --> abnormal,5.1786e-05,5.16958e-05
JJ --> active,9.47227e-10,9.45578e-10
JJ --> addictive,2.08641e-05,2.08277e-05
JJ --> adorable,2.08641e-05,2.08277e-05
JJ --> afraid,0.00148535,0.00148276
JJ --> aggressive,2.08641e-05,2.08277e-05
JJ --> agreeable,2.08641e-05,2.08277e-05
JJ --> airplane,9.49231e-10,9.47552e-10
JJ --> alike,0.000369849,0.000369205
JJ --> alive,0.000210567,0.000210201
JJ --> all,0.00342884,0.00340269
JJ --> alone,0.0010973,0.00109849
JJ --> alphabet,9.48909e-10,9.47216e-10
JJ --> alright,0.000765235,0.000761769
JJ --> american,2.08631e-05,2.08267e-05
JJ --> angry,0.000688535,0.000687336
JJ --> animal,9.51394e-05,9.32961e-05
JJ --> another,9.4982e-10,9.4816e-10
JJ --> antique,2.08641e-05,2.08277e-05
JJ --> anxious,2.08641e-05,2.08277e-05
JJ --> any,9.4903e-10,9.47375e-10
JJ --> apple,0.000631897,0.000626759
JJ --> appropriate,2.08641e-05,2.08277e-05
JJ --> apt,2.08641e-05,2.08277e-05
JJ --> aqua,9.47227e-10,9.45578e-10
JJ --> art,0.00018262,0.000181609
JJ --> artistic,2.08641e-05,2.08277e-05
JJ --> asleep,0.000621967,0.000617888
JJ --> astronaut,2.08493e-05,2.08128e-05
JJ --> attractive,2.08641e-05,2.08277e-05
JJ --> au_gratinfra,2.08641e-05,2.08277e-05
JJ --> automatic,2.08641e-05,2.08277e-05
JJ --> awake,0.000306125,0.000305592
JJ --> aware,2.08641e-05,2.08277e-05
JJ --> away,0.00516803,0.00515966
JJ --> awesome,9.47227e-10,9.45578e-10
JJ --> awful,0.0012984,0.00129492
JJ --> baby,0.00597024,0.00595969
JJ --> back,0.00211725,0.00216094
JJ --> backward,0.000210566,0.0002102
JJ --> backwards,0.000606927,0.000604999
JJ --> bad,0.00353413,0.00352861
JJ --> baggy,5.17855e-05,5.16953e-05
JJ --> bald,8.33718e-05,8.32266e-05
JJ --> baldie,5.17849e-05,5.16947e-05
JJ --> ball,9.48849e-10,9.47211e-10
JJ --> band,9.48126e-10,9.4648e-10
JJ --> bare,2.08641e-05,2.08277e-05
JJ --> barefoot,9.50624e-10,9.48863e-10
JJ --> bashful,9.47227e-10,9.45578e-10
JJ --> basic,2.08641e-05,2.08277e-05
JJ --> bathtime,9.51966e-10,9.50227e-10
JJ --> beautiful,0.00291965,0.00291457
JJ --> bedtime,0.00021808,0.000215743
JJ --> beige,9.47227e-10,9.45578e-10
JJ --> believe,9.49515e-10,9.47834e-10
JJ --> bendable,2.08641e-05,2.08277e-05
JJ --> bent,8.58197e-05,8.554e-05
JJ --> better,0.0049341,0.00492418
JJ --> big,0.0390189,0.0389412
JJ --> bitsy,5.1782e-05,5.16918e-05
JJ --> bitsy_bitsy,9.47227e-10,9.45578e-10
JJ --> bitter,2.08641e-05,2.08277e-05
JJ --> bitty,2.08641e-05,2.08277e-05
JJ --> black,0.00319781,0.00319094
JJ --> blind,5.1786e-05,5.16958e-05
JJ --> blonde,8.33697e-05,8.32246e-05
JJ --> bloody,2.08641e-05,2.08277e-05
JJ --> blue,0.00554892,0.00553987
JJ --> born,0.000210567,0.000210201
JJ --> botanical,2.08641e-05,2.08277e-05
JJ --> both,0.000448238,0.000453766
JJ --> bottom,0.000319773,0.000318046
JJ --> bouncy,2.08641e-05,2.08277e-05
